relative_humidity,dry_bulb_temp_f,precip,wind_speed,station_pressure
83.0,70.0,,8.0,29.86
26.0,61.0,,22.0,30.01
66.0,69.0,,7.0,29.84
58.0,48.0,0.0,8.0,30.28
100.0,58.0,0.0,3.0,29.85
50.0,77.0,,17.0,30.09
84.0,67.0,0.0,8.0,29.92
89.0,41.0,,8.0,30.14
44.0,15.0,0.0,21.0,30.35
100.0,72.0,,9.0,
56.0,76.0,,8.0,30.15
40.0,42.0,0.0,16.0,29.98
49.0,67.0,,11.0,29.94
62.0,55.0,0.0,0.0,29.96
66.0,70.0,0.0,10.0,29.93
93.0,56.0,0.0,7.0,29.68
56.0,47.0,,10.0,30.06
72.0,60.0,,11.0,30.19
74.0,76.0,,3.0,30.01
56.0,30.0,0.0,8.0,30.33
35.0,18.0,,17.0,30.32
74.0,47.0,0.0,15.0,30.26
37.0,44.0,0.0,7.0,30.25
82.0,59.0,0.0,13.0,30.1
80.0,62.0,0.0,7.0,30.16
48.0,26.0,0.0,28.0,29.63
51.0,42.0,0.0,6.0,30.4
82.0,70.0,,11.0,30.07
49.0,83.0,0.0,11.0,30.17
37.0,48.0,0.0,16.0,30.25
41.0,57.0,,14.0,29.76
61.0,30.0,,8.0,30.27
66.0,49.0,,16.0,29.59
55.0,86.0,0.0,9.0,29.77
,,,,
81.0,68.0,0.0,9.0,30.03
51.0,81.0,0.0,10.0,29.93
63.0,71.0,0.0,7.0,30.03
88.0,57.0,,6.0,30.08
48.0,53.0,,9.0,29.71
76.0,71.0,0.0,10.0,29.97
93.0,50.0,0.02,25.0,29.83
61.0,69.0,0.0,10.0,30.14
62.0,56.0,0.0,0.0,29.94
46.0,34.0,,0.0,30.31
84.0,67.0,,8.0,30.09
87.0,58.0,0.0,8.0,29.84
88.0,61.0,0.1,21.0,29.6
51.0,71.0,0.0,6.0,30.17
58.0,80.0,,9.0,29.98
44.0,51.0,,9.0,30.42
70.0,40.0,0.0,0.0,30.29
46.0,72.0,,16.0,29.85
26.0,83.0,0.0,15.0,30.06
65.0,36.0,0.0,6.0,29.82
81.0,73.0,,5.0,29.91
46.0,36.0,0.0,9.0,30.38
43.0,32.0,0.0,25.0,30.04
52.0,38.0,0.0,16.0,29.68
66.0,53.0,0.0,9.0,30.19
40.0,45.0,0.0,16.0,29.91
71.0,51.0,,9.0,29.87
22.0,67.0,0.0,6.0,29.84
,,,,
46.0,47.0,,20.0,29.62
30.0,30.0,0.0,9.0,30.17
97.0,52.0,0.0,9.0,30.05
70.0,56.0,,6.0,30.27
65.0,82.0,0.0,3.0,29.81
37.0,67.0,0.0,14.0,29.95
45.0,19.0,0.0,16.0,29.97
77.0,47.0,0.0,10.0,29.92
60.0,59.0,,9.0,29.63
49.0,69.0,0.0,5.0,29.92
89.0,42.0,0.02,21.0,29.83
51.0,40.0,0.0,14.0,30.36
94.0,75.0,,10.0,29.83
78.0,63.0,0.0,6.0,30.03
57.0,41.0,0.0,11.0,30.05
87.0,73.0,0.0,8.0,29.82
51.0,71.0,0.0,10.0,29.98
40.0,66.0,0.0,21.0,29.81
51.0,43.0,0.0,10.0,30.02
67.0,50.0,,9.0,30.08
62.0,54.0,0.0,11.0,30.2
88.0,75.0,0.0,6.0,29.83
45.0,52.0,0.0,9.0,29.62
89.0,75.0,,6.0,29.87
79.0,74.0,,8.0,29.88
59.0,35.0,,13.0,30.01
93.0,55.0,,9.0,29.97
41.0,64.0,,20.0,29.86
66.0,51.0,0.0,9.0,30.12
85.0,42.0,0.0,15.0,30.14
88.0,52.0,,5.0,30.29
100.0,42.0,,7.0,30.28
26.0,35.0,0.0,15.0,29.89
80.0,51.0,0.0,11.0,30.15
68.0,72.0,,10.0,30.26
39.0,58.0,0.0,15.0,29.99
53.0,23.0,0.0,7.0,30.59
66.0,49.0,0.0,6.0,30.05
87.0,71.0,0.05,14.0,29.83
33.0,83.0,,10.0,30.18
30.0,72.0,0.0,15.0,30.02
58.0,63.0,,17.0,30.1
64.0,52.0,0.0,7.0,30.15
26.0,63.0,,5.0,29.89
87.0,37.0,0.02,14.0,29.82
66.0,82.0,0.0,0.0,29.92
86.0,41.0,,21.0,29.95
67.0,62.0,,9.0,30.11
89.0,41.0,0.01,17.0,29.25
90.0,66.0,0.0,7.0,30.08
93.0,50.0,0.0,26.0,29.64
89.0,46.0,,11.0,30.16
85.0,76.0,,13.0,29.95
89.0,34.0,0.0,20.0,29.34
100.0,52.0,,5.0,29.95
74.0,73.0,0.0,7.0,30.1
81.0,43.0,,9.0,30.17
39.0,50.0,0.0,13.0,30.44
74.0,28.0,,14.0,29.44
53.0,46.0,0.0,18.0,29.81
78.0,64.0,,11.0,29.98
74.0,75.0,0.0,14.0,29.78
67.0,81.0,0.0,7.0,29.93
75.0,62.0,0.0,5.0,29.94
74.0,43.0,0.0,0.0,29.87
93.0,70.0,,13.0,29.92
94.0,74.0,,5.0,30.12
80.0,30.0,0.0,20.0,30.08
37.0,35.0,,17.0,30.53
78.0,62.0,0.0,5.0,30.25
93.0,64.0,0.0,3.0,29.86
31.0,67.0,,5.0,30.11
86.0,62.0,0.0,14.0,30.09
72.0,53.0,0.0,0.0,29.83
45.0,69.0,0.0,11.0,30.12
56.0,45.0,0.0,11.0,30.31
26.0,53.0,,24.0,29.97
87.0,78.0,0.0,11.0,29.77
,,,,
94.0,63.0,,14.0,29.77
43.0,50.0,0.0,8.0,29.72
57.0,52.0,0.0,10.0,30.3
73.0,39.0,0.0,7.0,29.76
38.0,33.0,0.0,14.0,30.06
70.0,60.0,,3.0,30.07
66.0,65.0,0.0,7.0,30.35
43.0,38.0,0.0,7.0,30.24
41.0,17.0,0.0,26.0,30.11
51.0,28.0,,16.0,29.68
79.0,73.0,,7.0,30.12
48.0,89.0,0.0,11.0,29.99
50.0,47.0,0.0,6.0,29.9
77.0,85.0,0.0,14.0,29.87
88.0,63.0,,5.0,30.1
100.0,50.0,,5.0,29.7
94.0,64.0,,10.0,29.69
69.0,47.0,0.0,8.0,30.35
82.0,70.0,0.0,11.0,29.69
59.0,85.0,0.0,13.0,29.94
45.0,39.0,,21.0,29.54
63.0,28.0,0.0,20.0,30.11
82.0,75.0,0.0,8.0,29.94
49.0,70.0,0.0,8.0,30.16
69.0,52.0,0.0,14.0,29.9
45.0,79.0,0.0,14.0,30.04
81.0,63.0,,8.0,29.97
43.0,38.0,0.0,14.0,30.26
50.0,48.0,0.0,25.0,29.74
78.0,63.0,0.0,14.0,29.69
77.0,49.0,0.0,9.0,29.72
81.0,67.0,0.0,9.0,29.9
44.0,24.0,,18.0,30.37
58.0,93.0,,16.0,29.93
85.0,79.0,0.0,7.0,29.72
85.0,42.0,0.0,5.0,29.96
45.0,75.0,,15.0,30.04
55.0,41.0,0.0,7.0,30.02
96.0,68.0,0.0,0.0,29.95
34.0,79.0,0.0,9.0,29.94
32.0,43.0,0.0,9.0,30.36
82.0,55.0,0.0,11.0,30.06
100.0,71.0,,14.0,29.91
82.0,33.0,,28.0,29.56
53.0,40.0,0.0,15.0,30.31
83.0,47.0,0.11,15.0,29.69
67.0,61.0,0.0,14.0,29.98
93.0,46.0,0.08,9.0,30.12
44.0,45.0,0.0,11.0,30.18
89.0,31.0,0.03,9.0,29.73
90.0,66.0,0.0,11.0,29.71
100.0,74.0,,17.0,30.0
49.0,59.0,,9.0,30.05
94.0,73.0,0.24,5.0,29.83
87.0,34.0,0.01,8.0,29.86
61.0,47.0,0.0,8.0,30.4
54.0,32.0,0.0,0.0,30.32
100.0,71.0,,8.0,29.98
87.0,66.0,0.01,9.0,29.9
36.0,76.0,0.0,15.0,30.05
93.0,47.0,0.0,6.0,30.02
51.0,57.0,0.0,17.0,29.94
82.0,75.0,0.0,0.0,29.85
96.0,53.0,0.0,5.0,29.98
71.0,77.0,0.0,10.0,30.04
38.0,44.0,,18.0,30.24
53.0,41.0,0.0,15.0,30.05
62.0,42.0,,15.0,29.83
31.0,51.0,0.0,11.0,30.23
54.0,75.0,0.0,23.0,29.78
90.0,62.0,0.0,9.0,30.05
57.0,72.0,0.0,5.0,29.81
77.0,81.0,,10.0,29.84
49.0,28.0,0.0,15.0,30.23
61.0,83.0,0.0,6.0,29.97
68.0,69.0,,9.0,29.82
51.0,38.0,0.0,20.0,29.85
71.0,51.0,0.0,9.0,29.88
51.0,38.0,0.0,22.0,29.93
45.0,52.0,0.0,6.0,30.07
50.0,74.0,,9.0,30.06
93.0,70.0,0.0,3.0,30.0
93.0,68.0,,9.0,29.81
24.0,90.0,,14.0,29.89
93.0,46.0,0.0,6.0,29.65
82.0,70.0,0.0,6.0,29.94
88.0,59.0,,5.0,29.84
44.0,22.0,0.0,15.0,30.43
,,,,
25.0,80.0,0.0,5.0,29.92
25.0,59.0,,16.0,29.82
80.0,55.0,0.0,9.0,30.22
38.0,51.0,0.0,13.0,29.92
100.0,71.0,0.0,14.0,29.81
88.0,55.0,,10.0,29.73
64.0,54.0,0.0,14.0,29.41
32.0,79.0,0.0,11.0,30.05
87.0,65.0,,6.0,30.05
61.0,84.0,,10.0,30.01
67.0,82.0,0.0,9.0,29.98
43.0,75.0,0.0,14.0,29.97
59.0,70.0,0.0,7.0,29.9
65.0,43.0,,0.0,30.18
76.0,72.0,0.0,8.0,30.17
79.0,76.0,0.0,7.0,29.89
93.0,34.0,0.02,5.0,29.65
50.0,49.0,,9.0,29.74
90.0,62.0,0.0,7.0,29.87
87.0,72.0,,9.0,29.9
82.0,76.0,,3.0,29.77
,,,,
30.0,85.0,0.0,14.0,29.85
59.0,61.0,,10.0,30.16
81.0,64.0,0.0,10.0,30.2
49.0,17.0,0.0,16.0,30.29
50.0,66.0,0.0,11.0,29.78
80.0,53.0,,7.0,30.02
66.0,45.0,,8.0,30.53
,,,,
89.0,48.0,0.0,3.0,30.18
59.0,51.0,0.0,3.0,30.34
85.0,76.0,0.0,7.0,29.92
88.0,75.0,0.0,17.0,30.02
94.0,68.0,0.06,6.0,29.82
79.0,67.0,,5.0,30.17
66.0,30.0,0.0,13.0,29.83
90.0,57.0,,8.0,30.13
73.0,66.0,0.0,13.0,29.78
86.0,60.0,0.01,0.0,29.88
87.0,68.0,0.0,15.0,29.89
90.0,47.0,0.0,11.0,29.9
47.0,66.0,0.0,9.0,30.03
82.0,31.0,0.0,7.0,29.75
52.0,18.0,0.0,8.0,30.0
92.0,51.0,0.0,6.0,30.34
30.0,80.0,,14.0,29.94
79.0,46.0,0.0,10.0,30.17
100.0,31.0,0.04,26.0,29.55
83.0,73.0,0.0,10.0,29.94
23.0,45.0,,14.0,29.93
43.0,75.0,0.0,5.0,29.94
85.0,31.0,0.0,14.0,30.2
56.0,45.0,0.0,9.0,30.02
83.0,57.0,0.0,6.0,30.38
39.0,30.0,0.0,32.0,30.02
84.0,70.0,,5.0,29.95
94.0,48.0,,24.0,29.35
49.0,57.0,0.0,16.0,30.07
32.0,71.0,0.0,22.0,29.93
81.0,71.0,0.0,7.0,29.82
54.0,47.0,,10.0,30.16
79.0,79.0,0.0,9.0,30.03
67.0,74.0,0.0,0.0,29.89
81.0,66.0,0.0,6.0,29.9
37.0,87.0,,17.0,29.78
46.0,59.0,,17.0,30.14
28.0,43.0,0.0,13.0,29.89
76.0,43.0,0.0,5.0,30.31
84.0,69.0,0.0,0.0,30.17
71.0,70.0,0.0,14.0,30.16
58.0,44.0,0.0,13.0,29.86
45.0,69.0,0.0,11.0,30.04
75.0,56.0,0.0,7.0,29.99
83.0,46.0,0.0,16.0,30.06
56.0,29.0,,13.0,29.89
66.0,77.0,0.0,3.0,30.04
76.0,73.0,0.0,23.0,30.02
42.0,85.0,0.0,3.0,30.13
90.0,59.0,0.0,8.0,29.8
89.0,53.0,,5.0,30.24
68.0,66.0,,9.0,30.01
86.0,62.0,0.0,9.0,30.14
60.0,58.0,0.0,11.0,30.07
93.0,53.0,0.01,13.0,29.75
54.0,65.0,0.0,14.0,30.05
62.0,21.0,0.0,18.0,30.11
90.0,75.0,0.0,20.0,29.96
42.0,76.0,0.0,24.0,29.78
78.0,57.0,0.0,9.0,30.17
43.0,65.0,0.0,11.0,30.06
89.0,36.0,0.0,13.0,30.12
80.0,53.0,0.0,5.0,30.06
33.0,41.0,0.0,10.0,30.26
58.0,81.0,0.0,14.0,29.79
88.0,82.0,0.0,9.0,30.18
30.0,22.0,0.0,3.0,30.4
100.0,57.0,,18.0,29.42
93.0,69.0,0.0,7.0,30.11
55.0,44.0,0.0,15.0,29.85
32.0,96.0,,16.0,29.98
50.0,62.0,0.0,3.0,30.32
56.0,78.0,0.0,14.0,30.02
90.0,62.0,,6.0,29.9
50.0,77.0,,9.0,29.9
58.0,82.0,0.0,18.0,29.93
46.0,56.0,0.0,14.0,29.91
73.0,39.0,,8.0,30.11
64.0,34.0,0.0,13.0,30.21
75.0,34.0,0.0,7.0,29.87
60.0,28.0,0.0,3.0,29.97
58.0,44.0,0.0,17.0,30.04
63.0,47.0,0.0,6.0,30.06
51.0,46.0,0.0,17.0,30.21
47.0,67.0,0.0,10.0,30.21
90.0,71.0,0.08,10.0,29.91
62.0,56.0,,9.0,29.79
56.0,62.0,0.0,16.0,30.37
43.0,42.0,0.0,32.0,29.68
89.0,31.0,,5.0,29.81
77.0,48.0,0.0,6.0,29.96
72.0,58.0,0.0,11.0,30.03
46.0,62.0,0.0,15.0,30.04
100.0,46.0,0.0,8.0,29.91
54.0,59.0,0.0,18.0,29.75
21.0,62.0,0.0,13.0,30.0
67.0,36.0,0.0,6.0,29.73
93.0,52.0,0.46,5.0,29.56
63.0,47.0,0.0,3.0,30.3
36.0,47.0,0.0,0.0,30.16
88.0,54.0,,7.0,29.68
57.0,23.0,,0.0,29.89
36.0,31.0,0.0,16.0,30.37
75.0,52.0,0.0,16.0,30.23
63.0,27.0,0.0,7.0,30.1
44.0,73.0,0.0,9.0,29.83
89.0,36.0,0.0,16.0,29.28
54.0,76.0,0.0,10.0,30.04
35.0,34.0,,17.0,30.09
42.0,43.0,,14.0,30.21
83.0,48.0,,14.0,30.5
77.0,56.0,0.02,13.0,29.57
82.0,35.0,0.0,10.0,30.27
81.0,61.0,0.0,6.0,30.24
32.0,50.0,0.0,23.0,30.41
48.0,22.0,0.0,26.0,29.55
68.0,17.0,0.0,10.0,30.05
42.0,58.0,0.0,14.0,29.96
49.0,67.0,0.0,6.0,29.94
58.0,28.0,0.0,7.0,29.81
48.0,53.0,0.0,6.0,30.03
93.0,57.0,0.0,3.0,30.13
79.0,78.0,,11.0,29.97
54.0,77.0,0.0,6.0,29.95
83.0,55.0,0.0,9.0,29.79
69.0,52.0,0.0,17.0,30.05
83.0,66.0,0.0,31.0,29.87
58.0,79.0,0.0,11.0,30.12
47.0,78.0,0.0,8.0,30.12
57.0,84.0,0.0,21.0,29.93
64.0,54.0,,11.0,30.37
61.0,71.0,0.0,8.0,30.07
89.0,46.0,0.0,6.0,30.19
73.0,72.0,0.0,10.0,30.2
88.0,52.0,,6.0,29.94
80.0,49.0,0.0,8.0,30.35
72.0,28.0,0.0,6.0,30.13
37.0,72.0,0.0,18.0,30.06
59.0,49.0,0.0,16.0,30.26
46.0,48.0,0.0,10.0,29.86
84.0,73.0,0.0,7.0,29.99
23.0,35.0,0.0,13.0,30.11
72.0,83.0,0.0,10.0,29.8
72.0,55.0,0.0,9.0,30.29
47.0,67.0,0.0,9.0,29.96
74.0,78.0,,15.0,29.77
81.0,58.0,0.0,7.0,30.1
90.0,66.0,0.02,6.0,29.94
36.0,40.0,0.0,13.0,30.56
,,,,
82.0,34.0,0.0,16.0,29.59
67.0,83.0,0.0,6.0,29.91
65.0,64.0,0.0,17.0,30.1
80.0,45.0,0.01,16.0,30.2
52.0,24.0,0.0,0.0,30.41
87.0,72.0,0.0,10.0,30.06
79.0,42.0,,10.0,30.22
82.0,72.0,0.0,13.0,29.82
82.0,48.0,0.0,11.0,30.14
93.0,54.0,,3.0,30.14
81.0,68.0,0.0,8.0,29.7
74.0,48.0,0.0,8.0,30.42
,,,,
33.0,88.0,0.0,16.0,29.98
40.0,62.0,0.0,10.0,30.08
87.0,32.0,0.02,15.0,29.79
44.0,38.0,0.0,14.0,29.86
62.0,77.0,0.0,7.0,29.91
49.0,80.0,0.0,7.0,30.04
58.0,44.0,,10.0,30.13
57.0,83.0,0.0,16.0,30.02
91.0,74.0,0.0,3.0,29.94
32.0,36.0,0.0,17.0,29.94
46.0,36.0,0.0,11.0,30.09
78.0,57.0,0.0,6.0,30.08
80.0,53.0,0.0,22.0,29.47
55.0,88.0,0.0,13.0,29.9
94.0,48.0,0.0,15.0,29.21
100.0,46.0,0.0,9.0,29.9
66.0,73.0,0.0,7.0,30.09
52.0,33.0,0.0,21.0,30.07
65.0,60.0,,14.0,30.17
33.0,24.0,0.0,22.0,30.36
27.0,94.0,0.0,13.0,29.95
86.0,50.0,0.0,3.0,30.18
71.0,73.0,0.0,7.0,29.99
70.0,61.0,0.0,15.0,30.27
35.0,73.0,0.0,10.0,30.13
24.0,74.0,,13.0,29.63
87.0,61.0,0.0,10.0,30.14
72.0,57.0,,5.0,30.0
59.0,50.0,0.0,3.0,29.92
48.0,78.0,,8.0,29.9
26.0,92.0,0.0,10.0,29.74
62.0,55.0,0.0,9.0,30.27
46.0,45.0,0.0,18.0,30.27
73.0,69.0,0.0,7.0,30.05
89.0,48.0,0.0,0.0,29.91
83.0,70.0,0.0,16.0,29.92
53.0,58.0,0.0,10.0,29.99
39.0,49.0,0.0,18.0,29.73
100.0,62.0,0.04,14.0,30.03
,,,,
67.0,79.0,0.0,7.0,30.19
93.0,61.0,0.07,22.0,29.86
48.0,37.0,0.0,8.0,30.02
73.0,70.0,,10.0,29.85
51.0,53.0,0.0,13.0,29.68
76.0,70.0,0.0,13.0,29.83
90.0,54.0,,10.0,30.16
58.0,77.0,,11.0,30.11
40.0,26.0,0.0,18.0,30.21
48.0,34.0,,9.0,30.46
88.0,54.0,,6.0,30.06
87.0,69.0,0.0,6.0,29.79
58.0,40.0,0.0,13.0,29.87
83.0,51.0,0.0,5.0,29.59
68.0,48.0,0.0,0.0,30.12
90.0,49.0,0.0,3.0,30.04
92.0,51.0,,30.0,
100.0,70.0,0.0,7.0,29.73
59.0,51.0,0.0,13.0,30.14
78.0,57.0,0.0,10.0,30.3
64.0,32.0,0.0,13.0,30.09
46.0,27.0,0.0,26.0,29.94
90.0,69.0,0.0,0.0,29.96
66.0,46.0,0.0,17.0,30.16
54.0,34.0,0.0,17.0,29.98
28.0,20.0,0.0,5.0,30.31
61.0,50.0,,10.0,29.92
28.0,53.0,0.0,15.0,29.89
51.0,81.0,0.0,14.0,29.97
63.0,45.0,0.0,0.0,30.59
62.0,76.0,0.0,15.0,29.64
100.0,42.0,,0.0,29.88
100.0,33.0,0.08,22.0,29.5
56.0,62.0,0.0,16.0,30.09
62.0,39.0,0.0,13.0,29.96
58.0,77.0,,9.0,30.16
45.0,81.0,0.0,9.0,29.99
51.0,82.0,0.0,17.0,29.91
48.0,35.0,0.0,7.0,30.06
82.0,50.0,,11.0,29.79
78.0,35.0,0.0,7.0,29.61
76.0,70.0,0.0,8.0,29.86
44.0,34.0,0.0,9.0,30.29
88.0,32.0,0.0,10.0,29.72
70.0,35.0,0.0,14.0,29.77
70.0,41.0,0.0,5.0,30.67
59.0,34.0,0.0,22.0,29.59
24.0,77.0,0.0,16.0,29.95
57.0,41.0,0.0,15.0,30.01
44.0,61.0,0.0,14.0,30.05
44.0,71.0,0.0,14.0,29.94
85.0,32.0,0.0,6.0,30.35
39.0,47.0,0.0,24.0,30.04
92.0,33.0,0.0,0.0,29.93
66.0,69.0,0.0,7.0,29.97
90.0,71.0,0.0,9.0,29.75
48.0,39.0,0.0,10.0,30.53
69.0,75.0,0.0,8.0,29.73
50.0,39.0,0.0,13.0,29.91
93.0,57.0,,11.0,30.02
100.0,75.0,0.07,10.0,29.87
79.0,42.0,,7.0,30.34
86.0,49.0,0.0,6.0,29.55
84.0,69.0,0.0,6.0,30.0
82.0,31.0,0.01,18.0,29.74
77.0,55.0,,11.0,29.52
93.0,55.0,0.0,0.0,30.14
77.0,46.0,0.0,15.0,30.21
63.0,28.0,0.0,6.0,30.28
76.0,80.0,0.0,3.0,29.85
40.0,34.0,0.0,21.0,29.68
87.0,65.0,,22.0,29.93
100.0,71.0,0.0,15.0,29.83
83.0,48.0,,17.0,30.25
74.0,57.0,,15.0,29.83
87.0,66.0,0.0,13.0,29.76
60.0,63.0,,6.0,30.12
38.0,52.0,0.0,15.0,30.54
90.0,57.0,,15.0,29.82
53.0,83.0,0.0,11.0,29.9
75.0,60.0,,3.0,30.07
100.0,45.0,,15.0,29.73
80.0,51.0,,7.0,30.25
78.0,66.0,,9.0,29.93
100.0,56.0,,9.0,29.97
43.0,42.0,0.0,18.0,30.06
41.0,94.0,0.0,16.0,29.79
93.0,57.0,,16.0,30.11
75.0,62.0,,5.0,30.38
94.0,55.0,,10.0,30.29
57.0,72.0,0.0,6.0,30.0
91.0,76.0,0.0,8.0,29.97
71.0,72.0,0.0,7.0,29.93
83.0,50.0,,7.0,30.13
43.0,44.0,0.0,17.0,29.81
81.0,45.0,,21.0,30.07
86.0,48.0,0.0,13.0,29.77
57.0,8.0,0.0,23.0,29.8
55.0,86.0,0.0,16.0,29.72
87.0,58.0,0.0,3.0,30.2
100.0,66.0,,7.0,30.11
74.0,77.0,0.0,9.0,29.99
44.0,50.0,0.0,24.0,29.8
35.0,40.0,0.0,18.0,30.03
87.0,73.0,0.0,15.0,29.89
30.0,70.0,0.0,24.0,29.8
75.0,30.0,0.0,13.0,30.06
51.0,55.0,0.0,22.0,29.98
70.0,82.0,,6.0,29.86
,,,,
52.0,78.0,0.0,8.0,29.93
54.0,75.0,,8.0,30.07
62.0,76.0,0.0,14.0,29.73
55.0,55.0,,10.0,30.42
58.0,64.0,0.0,7.0,29.95
82.0,42.0,,7.0,30.29
76.0,73.0,,13.0,30.04
86.0,49.0,,15.0,30.08
82.0,36.0,0.0,7.0,30.1
35.0,41.0,,0.0,30.19
81.0,61.0,0.0,0.0,29.98
13.0,33.0,0.0,21.0,30.57
78.0,68.0,0.0,15.0,30.01
84.0,66.0,0.0,7.0,30.06
87.0,63.0,0.1,17.0,29.87
66.0,29.0,,10.0,29.95
77.0,45.0,,31.0,29.55
83.0,49.0,,3.0,30.1
87.0,66.0,0.0,7.0,29.82
93.0,45.0,0.0,7.0,29.38
29.0,66.0,0.0,17.0,29.62
,,,,
90.0,71.0,0.0,7.0,29.94
93.0,46.0,,7.0,30.13
74.0,81.0,0.0,13.0,29.86
94.0,66.0,0.0,7.0,29.89
78.0,68.0,,6.0,30.21
52.0,45.0,0.0,5.0,30.5
48.0,24.0,0.0,31.0,29.64
82.0,78.0,0.0,0.0,29.85
75.0,26.0,0.0,10.0,30.28
61.0,79.0,,17.0,29.89
73.0,72.0,0.0,8.0,30.08
48.0,34.0,0.0,9.0,30.72
92.0,51.0,0.0,10.0,29.92
59.0,68.0,,11.0,30.26
71.0,51.0,0.0,10.0,30.04
96.0,46.0,,11.0,29.91
81.0,59.0,0.0,14.0,29.9
76.0,74.0,0.0,8.0,30.12
66.0,67.0,0.0,16.0,30.26
68.0,38.0,0.0,17.0,29.75
93.0,48.0,,15.0,29.43
88.0,70.0,,14.0,29.95
84.0,66.0,0.0,10.0,30.11
84.0,72.0,0.01,3.0,30.15
51.0,55.0,0.0,16.0,30.03
54.0,33.0,0.0,22.0,29.89
64.0,49.0,0.0,16.0,29.98
76.0,74.0,0.0,8.0,29.92
93.0,54.0,0.05,21.0,29.96
43.0,78.0,0.0,16.0,30.01
73.0,36.0,,6.0,30.44
61.0,72.0,,11.0,30.11
44.0,46.0,,8.0,30.4
45.0,69.0,0.0,14.0,30.08
76.0,36.0,,9.0,30.32
58.0,64.0,0.0,8.0,29.83
61.0,85.0,,10.0,29.74
47.0,28.0,,13.0,30.12
75.0,61.0,0.0,3.0,30.27
41.0,44.0,0.0,10.0,30.16
64.0,49.0,0.0,9.0,29.83
55.0,75.0,,11.0,29.88
93.0,62.0,0.0,14.0,29.95
68.0,69.0,0.0,13.0,30.04
55.0,41.0,,22.0,29.89
57.0,24.0,0.0,9.0,30.63
84.0,72.0,0.0,6.0,30.02
87.0,71.0,,7.0,29.95
90.0,63.0,0.0,7.0,29.8
66.0,69.0,0.0,17.0,29.72
47.0,46.0,0.0,8.0,30.57
49.0,41.0,0.0,7.0,30.38
,,,,
51.0,27.0,0.0,5.0,30.22
48.0,83.0,0.0,10.0,30.04
40.0,46.0,0.0,15.0,30.0
65.0,41.0,0.0,10.0,29.98
78.0,57.0,0.0,8.0,29.95
60.0,38.0,,17.0,29.7
53.0,54.0,0.0,7.0,30.58
55.0,40.0,0.0,17.0,30.64
42.0,53.0,,17.0,29.95
,,,,
59.0,19.0,,13.0,30.29
87.0,70.0,0.0,8.0,29.73
42.0,5.0,0.0,17.0,30.15
82.0,37.0,0.0,8.0,29.8
65.0,63.0,,15.0,30.09
85.0,76.0,,13.0,29.98
69.0,74.0,0.0,23.0,29.65
52.0,61.0,0.0,13.0,30.43
87.0,34.0,0.01,7.0,29.94
86.0,62.0,0.0,10.0,29.97
71.0,43.0,0.0,3.0,29.93
52.0,51.0,0.0,16.0,30.12
100.0,53.0,,9.0,29.59
86.0,40.0,0.0,11.0,29.64
63.0,47.0,0.0,14.0,29.73
59.0,35.0,,11.0,30.31
48.0,37.0,,10.0,29.88
42.0,81.0,,9.0,30.19
46.0,38.0,0.0,21.0,30.01
89.0,37.0,0.0,8.0,30.18
56.0,48.0,,14.0,30.01
40.0,65.0,0.0,15.0,29.66
90.0,54.0,0.0,8.0,30.13
75.0,59.0,0.0,5.0,30.18
93.0,46.0,,3.0,30.02
83.0,47.0,0.0,14.0,30.18
44.0,47.0,0.0,11.0,30.11
85.0,78.0,0.0,13.0,29.93
83.0,45.0,,18.0,30.07
94.0,54.0,,5.0,30.23
79.0,46.0,,10.0,30.12
50.0,79.0,0.0,16.0,29.88
69.0,47.0,0.0,7.0,30.4
,,,,
,,,,
66.0,49.0,,18.0,30.14
58.0,79.0,,11.0,30.11
38.0,54.0,0.0,22.0,29.96
65.0,85.0,,18.0,30.12
71.0,45.0,0.0,30.0,29.42
51.0,41.0,,18.0,29.97
87.0,69.0,,7.0,30.09
72.0,81.0,0.0,6.0,29.64
20.0,63.0,0.0,23.0,29.89
96.0,68.0,0.0,5.0,29.91
100.0,72.0,,5.0,29.97
44.0,46.0,0.0,20.0,30.09
83.0,59.0,0.0,6.0,29.71
63.0,46.0,0.0,3.0,30.28
93.0,39.0,0.0,6.0,29.7
70.0,81.0,,15.0,30.06
21.0,68.0,,17.0,29.79
58.0,62.0,0.0,0.0,29.75
73.0,72.0,0.0,3.0,30.11
83.0,77.0,,10.0,29.79
88.0,75.0,,14.0,29.93
80.0,55.0,,13.0,30.41
51.0,57.0,,10.0,30.29
92.0,51.0,0.0,3.0,30.0
76.0,45.0,0.0,10.0,29.96
93.0,45.0,0.0,0.0,29.97
53.0,39.0,0.0,16.0,29.6
84.0,60.0,0.0,14.0,30.09
,,,,
37.0,45.0,,17.0,29.94
40.0,26.0,0.0,16.0,30.24
46.0,58.0,0.0,15.0,29.68
100.0,43.0,0.0,0.0,30.14
85.0,76.0,,14.0,29.82
71.0,46.0,0.0,16.0,29.84
62.0,20.0,0.0,15.0,29.83
38.0,59.0,0.0,17.0,29.62
85.0,74.0,,7.0,29.88
69.0,77.0,0.0,6.0,29.98
83.0,55.0,,3.0,29.67
93.0,56.0,0.0,16.0,29.91
42.0,46.0,,9.0,30.2
100.0,46.0,0.0,3.0,30.01
48.0,73.0,,8.0,29.98
60.0,41.0,0.0,16.0,29.89
,,,,
58.0,40.0,0.0,11.0,30.42
70.0,41.0,,10.0,30.48
